Year,Month,Chinese Entity,Quantity in Millions,Share Size,Transaction Party,Sector,Subsector,Country,Region,OBOR
2009,December,CIC,$500 ,,CVRD (Vale),Metals,Steel,Brazil,South America,0
2009,December,China Mobile,$500 ,,,Technology,Telecom,Pakistan,West Asia,1
2009,December,Jin Jiang Hotels,$150 ,50%,Interstate Hotel and Resorts,Tourism,,United States,USA,0
2009,December,BAIC,$200 ,,Saab US,Transport,Autos,United States,USA,0
2009,December,SAIC,$350 ,50%,GM India,Transport,Autos,India,West Asia,1
2009,December,AVIC,$140 ,81%,Future Advanced Composite Components,Transport,Aviation,Austria,Europe,0
2010,January,China Communications Construction,$130 ,,,Agriculture,,United Arab Emirates,Arab Middle East and North Africa,1
2010,January,Wuhan Kaidi Electric,$200 ,45%,Vietnam National Coal,Energy,Coal,Vietnam,East Asia,1
2010,January,Gezhouba,$600 ,,Philippine Green Energy,Energy,Hydro,Philippines,East Asia,1
2010,January,ZTE,$380 ,,Cell C,Technology,Telecom,South Africa,Sub-Saharan Africa,1
2010,January,Three Gorges,$110 ,,,Transport,Autos,Cameroon,Sub-Saharan Africa,0
2010,January,Norinco,$460 ,,Daghestan Public Aviation Parts,Transport,Autos,Russia,West Asia,0
2010,January,China Railway Construction and China Nonferrous,$650 ,100%,Corriente Resources,Metals,Copper,Ecuador,South America,0
2010,January,"Baiyin Non-Ferrous, CITIC & Chang Xin",$190 ,60%,Oxus,Metals,,Uzbekistan,West Asia,1
2010,January,Shandong Sun Paper,$200 ,,,Other,Timber,Laos,East Asia,1
2010,January,Jinsheng Trading,$100 ,,,Other,Industry,Uzbekistan,West Asia,1
2010,February,"Gezhouba, Xinjiang International Economic Cooperation",$730 ,,Kazakhstan Natural Gas,Energy,Hydro,Kazakhstan,West Asia,1
2010,February,Gezhouba,$220 ,,,Utilities,,Mauritania,Arab Middle East and North Africa,0
2010,February,China Communications Construction,$140 ,,Surati Construction,Transport,Autos,Brunei,East Asia,1
2010,February,Three Gorges,$120 ,,,Transport,Autos,Pakistan,West Asia,1
2010,February,China National Chemical Engineering,$160 ,,,Energy,,Bangladesh,West Asia,1
2010,February,Wanhua Industrial,$190 ,,BorsodChem,Chemicals,,Hungary,Europe,1
2010,February,CIC,$960 ,2%,Apax Finance,Finance,Investment,United Kingdom,Europe,0
2010,February,CIC,"$1,500 ",,"Lexington Partners, Pantheon Ventures, Goldman Sachs",Finance,Investment,United States,USA,0
2010,February,Chinalco,$350 ,35%,GIIG,Metals,Aluminum,Malaysia,East Asia,1
2010,February,Sany Heavy,$200 ,,,Real estate,Construction,Brazil,South America,0
2010,March,China Poly,$100 ,,Hon Done Pelagic Fishery,Agriculture,,Mauritania,Arab Middle East and North Africa,0
2010,March,China National Chemical Engineering,$500 ,,,Chemicals,,Sudan,Arab Middle East and North Africa,0
2010,March,Sinopec,"$1,260 ",,Kazakhstan Petrochemical,Chemicals,,Kazakhstan,West Asia,1
2010,March,Sinomach,$310 ,,,Energy,Coal,Malaysia,East Asia,1
2010,March,Dongfang Electric,"$1,400 ",,Electricite de Vietnam,Energy,Coal,Vietnam,East Asia,1
2010,March,Gezhouba,$460 ,,,Energy,Hydro,Philippines,East Asia,1
2010,March,Sinohydro,$370 ,,,Energy,Hydro,Cameroon,Sub-Saharan Africa,0
2010,March,"Sinomach, Gezhouba","$2,690 ",,,Energy,Hydro,Pakistan,West Asia,1
2010,March,Sinomach,$320 ,,,Entertainment,,Cameroon,Sub-Saharan Africa,0
2010,March,Sinomach,$420 ,,,Real estate,Construction,Zambia,Sub-Saharan Africa,0
2010,March,Huawei,$200 ,,Mobitel,Technology,Telecom,Cambodia,East Asia,1
2010,March,Sinohydro,$100 ,,,Transport,Shipping,Mauritania,Arab Middle East and North Africa,0
2010,March,Sinomach,"$1,200 ",,ARICOM,Metals,Steel,Russia,West Asia,0
2010,March,CNPC,"$1,580 ",50%,Arrow Energy,Energy,Gas,Australia,Australia,0
2010,March,CNPC,$180 ,51%,INOVA Geophysical Equipment,Energy,,United States,USA,0
2010,March,CNOOC,"$3,100 ",50%,Bridas,Energy,,Argentina,South America,0
2010,March,CIC,$200 ,,Brookefield,Finance,Investment,Canada,North America,0
2010,March,East China Mineral Exploration and Development Bureau (Jiangsu),"$1,200 ",,Bernardo de Mello Itaminas,Metals,Steel,Brazil,South America,0
2010,March,Geely Auto,"$2,700 ",100%,Volvo,Transport,Autos,Sweden,Europe,0
2010,March,First Auto Works and China Development Bank,$100 ,,,Transport,Autos,South Africa,Sub-Saharan Africa,1
2010,March,Sinomach,$500 ,,,Transport,Autos,Cameroon,Sub-Saharan Africa,0
2010,April,CNOOC,$180 ,,Chevron,Energy,Gas,Australia,Australia,0
2010,April,Three Gorges,$840 ,,,Energy,Hydro,Sudan,Arab Middle East and North Africa,0
2010,April,Guangdong Power Engineering,$270 ,,,Energy,,Bangladesh,West Asia,1
2010,April,Sinomach,$360 ,,,Energy,,Turkey,West Asia,1
2010,April,Sinohydro,$200 ,,,Agriculture,,Botswana,Sub-Saharan Africa,0
2010,April,Sinoma,$780 ,,Eren Group,Real estate,Construction,Turkey,West Asia,1
2010,April,Three Gorges,$180 ,,,Transport,Autos,Morocco,Arab Middle East and North Africa,1
2010,April,China Communications Construction,$170 ,,Vietnam Development Bank,Transport,Autos,Vietnam,East Asia,1
2010,April,China Communications Construction,$260 ,,,Transport,Autos,Serbia,Europe,1
2010,April,Genertec,$280 ,,,Transport,Rail,Sri Lanka,West Asia,1
2010,April,CNOOC,$270 ,5%,BG,Energy,Gas,Australia,Australia,0
2010,April,Sinopec,"$4,650 ",9%,ConocoPhillip,Energy,Oil,Canada,North America,0
2010,April,CNPC,$900 ,,PDVSA,Energy,Oil,Venezuela,South America,0
2010,April,Jinchuan,$120 ,49%,Kazakhmys,Metals,Copper,Kazakhstan,West Asia,1
2010,April,China Railway Construction,$260 ,13%,African Minerals,Metals,Steel,Sierra Leone,Sub-Saharan Africa,0
2010,April,Sichuan Hanlong,$140 ,55%,Moly Mines,Metals,,Australia,Australia,0
2010,April,Tencent,$300 ,10%,Digital Sky Technologies,Technology,,Russia,West Asia,0
2010,April,CIC,$490 ,,Athabasca Oil Corp,Energy,Oil,Canada,North America,0
2010,May,Sinohydro,"$1,040 ",,,Energy,Gas,Venezuela,South America,0
2010,May,Shandong Electric Power,"$1,720 ",70%,Al-Arrab,Energy,,Saudi Arabia,Arab Middle East and North Africa,1
2010,May,Dongfang Electric,$500 ,,,Energy,Hydro,Ethiopia,Sub-Saharan Africa,1
2010,May,Sinohydro,$400 ,,Zesa,Energy,Hydro,Zimbabwe,Sub-Saharan Africa,0
2010,May,Rongsheng Holding and China National Chemical Engineering,"$1,990 ",,,Energy,Oil,Egypt,Arab Middle East and North Africa,1
2010,May,Sinomach,$100 ,,,Utilities,,Kenya,Sub-Saharan Africa,0
2010,May,Sinoma,$200 ,,Hail,Real estate,Construction,Saudi Arabia,Arab Middle East and North Africa,1
2010,May,Sinoma,$140 ,,Lafarge,Real estate,Construction,Russia,West Asia,0
2010,May,MCC,$840 ,,CITIC,Metals,Steel,Australia,Australia,0
2010,May,Jiangsu Zongyi,$200 ,,,Energy,Alternative,Italy,Europe,0
2010,May,Hopu Investment,$100 ,1%,Chesapeake Energy,Energy,Gas,United States,USA,0
2010,May,CIC,"$1,220 ","5%, 45%","Penn West, Penn West Energy",Energy,Oil,Canada,North America,0
2010,May,Sinochem,"$3,070 ",40%,Statoil,Energy,Oil,Brazil,South America,0
2010,May,CNPC,"$1,480 ",35%,Shell,Energy,,Syria,Arab Middle East and North Africa,1
2010,May,State Grid,"$1,720 ",100%,Plena Transmissoras,Energy,,Brazil,South America,0
2010,May,CNPC,$150 ,,,Energy,,Indonesia,East Asia,1
2010,May,Jinchuan Group and China Development Bank,$230 ,51%,Wesizwe Platinum,Metals,,South Africa,Sub-Saharan Africa,1
2010,May,Tangshan Jidong Cement and China Development Bank,$120 ,60%,Women Investment Portfolio Holdings,Real estate,Construction,South Africa,Sub-Saharan Africa,1
2010,May,Jiangsu Qiyuan,$140 ,,,Real estate,Construction,Ethiopia,Sub-Saharan Africa,1
2010,May,Tianyu Group,$990 ,,Lippo Incheon Development,Real estate,Property,South Korea,East Asia,1
2010,June,Sinomach,"$1,680 ",,Banpu Power and Ratchaburi Electricity,Energy,Coal,Laos,East Asia,1
2010,June,Sinohydro,"$2,300 ",,CocaSinclair,Energy,Hydro,Ecuador,South America,0
2010,June,Three Gorges,$210 ,,,Utilities,,Peru,South America,0
2010,June,Beijing Construction Engineering,$130 ,,,Tourism,,Greece,Europe,0
2010,June,Sinohydro,$170 ,50%,Unique Engineering,Transport,Rail,Thailand,East Asia,1
2010,June,China Communications Construction,$320 ,,Jurong Shipyard,Transport,Shipping,Singapore,East Asia,1
2010,June,Shaanxi Chemical,"$1,010 ",,,Chemicals,,Argentina,South America,0
2010,June,Yunnan Metallurgical,$100 ,50%,Selwyn Resources,Metals,,Canada,North America,0
2010,June,Shanghai Electric,"$1,150 ",60%,Goss International,Other,Industry,United States,USA,0
2010,July,Huadian,"$1,990 ",,Tan Tao,Energy,Coal,Vietnam,East Asia,1
2010,July,Dongfang Electric,$710 ,,Energy Financing,Energy,Coal,Bosnia and Herz.,Europe,1
2010,July,Sinomach,"$2,470 ",,,Transport,Rail,Argentina,South America,0
2010,July,Sinomach,$160 ,,,Energy,Coal,Pakistan,West Asia,1
2010,July,Sinohydro,$110 ,,,Energy,Hydro,Pakistan,West Asia,1
2010,July,Sinomach,$140 ,,,Agriculture,,Jamaica,North America,0
2010,July,Tempo Group and Beijing city,$440 ,100%,Nexteer Auto,Transport,Autos,United States,USA,0
2010,July,China Merchants,$550 ,100%,Loscam,Transport,Shipping,Australia,Australia,0
2010,August,Norinco,"$1,500 ",,,Agriculture,,Laos,East Asia,1
2010,August,Sinomach,$100 ,,,Agriculture,,Sudan,Arab Middle East and North Africa,0
2010,August,Gezhouba,$570 ,,Hidropaute,Energy,Hydro,Ecuador,South America,0
2010,August,China Machine New Energy,$700 ,,AEI,Energy,,Guatemala,North America,0
2010,August,China National Building Material,$250 ,,Al-Doh,Real estate,Construction,Iraq,Arab Middle East and North Africa,1
2010,August,Sinoma,$140 ,,Hume Cement,Real estate,Construction,Malaysia,East Asia,1
2010,August,China Communications Construction,$130 ,,,Transport,Autos,Mauritania,Arab Middle East and North Africa,0
2010,August,China Communications Construction,$130 ,100%,Friede Goldman United,Energy,Oil,United States,USA,0
2010,August,Chery Auto,$400 ,,,Transport,Autos,Brazil,South America,0
2010,September,Sinohydro,$180 ,,,Energy,Hydro,Nepal,West Asia,1
2010,September,Sinomach,$960 ,,Venezuela National Electric Power Company,Energy,Coal,Venezuela,South America,0
2010,September,MCC,$340 ,,,Metals,Steel,Vietnam,East Asia,1
2010,September,Sinohydro,$100 ,,,Transport,Autos,Sri Lanka,West Asia,1
2010,September,Sinomach,$110 ,,,Transport,Aviation,Sierra Leone,Sub-Saharan Africa,0
2010,September,Sinomach,$290 ,,,Utilities,,Ghana,Sub-Saharan Africa,0
2010,September,Three Gorges,$110 ,,Electricite du Laos,Energy,,Laos,East Asia,1
2010,September,Sinomach,$200 ,,,Energy,Coal,Malaysia,East Asia,1
2010,September,Inner Mongolia Hongkun,$180 ,51%,Cambodia International Investment Development,Energy,,Cambodia,East Asia,1
2010,September,Huadian,$360 ,51%,JSC Territorial,Energy,,Russia,West Asia,0
2010,September,Bosai Minerals,"$1,200 ",80%,Ghana Bauxite,Metals,Aluminum,Ghana,Sub-Saharan Africa,0
2010,September,Norinco,"$1,480 ",,Myanmar Economic Holdings,Metals,Copper,Myanmar,East Asia,1
2010,September,Jinchuan,$420 ,100%,Continental Metals,Metals,Copper,Canada,North America,0
2010,September,CITIC,$150 ,,KazMunayGas,Transport,Autos,Kazakhstan,West Asia,1
2010,September,Shanda Interactive,$100 ,100%,Eyedentity Games,Entertainment,,South Korea,East Asia,1
2010,October,Genertec,$110 ,,,Energy,Gas,Bangladesh,West Asia,1
2010,October,Sinohydro,"$1,500 ",,Zanjan Regional Water,Energy,Hydro,Iran,West Asia,1
2010,October,Sinohydro,$130 ,,Electricite du Laos,Energy,,Laos,East Asia,1
2010,October,Sinomach,$750 ,,,Energy,,Belarus,Europe,1
